Stock#,Lane,Item#,Year,Make,Model,VIN,Odometer,Sale Document,Loss Type,Auction Date,Branch,Public,Live online bid
24944753,A,3052,2013,HONDA,CROSSTOUR,5J6TF2H50DL002000,88k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24752645,A,3074,2010,HONDA,ELEMENT,5J6YH2H35AL002679,0k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25072135,A,3046,2008,HONDA,ELEMENT,5J6YH18958L003713,114k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25179975,A,3208,2007,HONDA,ELEMENT,5J6YH18777L017058,165k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25066660,A,4027,2004,HONDA,ELEMENT,5J6YH28574L010725,158k mi (Not Required/Exempt),SALVAGE-OR,OTHER,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24625585,B,48,2003,HONDA,ELEMENT,5J6YH28563L801374,244k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24909977,A,609,2003,HONDA,ELEMENT,5J6YH17273L010000,183k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24908908,A,611,2003,HONDA,ELEMENT,5J6YH28533L026189,191k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24928654,A,76,2003,HONDA,ELEMENT,5J6YH17253L000260,111k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24494357,B,8,2018,HONDA,FIT,3HGGK5H86JM703733,29k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24937099,A,22,2013,HONDA,FIT,JHMGE8H52DC009901,81k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24615266,A,626,2013,HONDA,FIT,JHMGE8H52DC044745,86k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24898665,A,33,2009,HONDA,FIT,JHMGE88439S018305,83k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24149133,A,176,2007,HONDA,FIT,JHMGD38427S804535,177k mi ,CANADIAN CERTIFICATE OF SALVAGE-NJ,THEFT,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25044582,A,636,2018,HONDA,HR-V,3CZRU5H78JM701257,19k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
23362302,A,4531,2018,HONDA,HR-V,3CZRU6H36JM700496,8k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24935925,A,3131,2017,HONDA,HR-V,3CZRU5H58HM701395,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24985306,A,119,2016,HONDA,HR-V,3CZRU5H78GM731769,49k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25058149,A,29,2016,HONDA,HR-V,3CZRU5H35GM714313,124k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25050822,A,649,2019,HONDA,INSIGHT,19XZE4F91KE019821,3k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24838113,A,3142,2019,HONDA,INSIGHT,19XZE4F94KE014368,2k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25160150,A,3266,2018,HONDA,ODYSSEY,5FNRL6H89JB034209,17k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25176293,A,201,2017,HONDA,ODYSSEY,5FNRL5H6XHB007264,28k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25062925,B,3168,2016,HONDA,ODYSSEY,5FNRL5H6XGB046502,68k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25017638,A,3155,2015,HONDA,ODYSSEY,5FNRL5H64FB119426,57k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24848774,A,3186,2014,HONDA,ODYSSEY,5FNRL5H96EB087569,51k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25067867,A,3221,2014,HONDA,ODYSSEY,5FNRL5H43EB049060,85k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25030093,A,1,2014,HONDA,ODYSSEY,5FNRL5H45EB037590,184k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25068765,A,3118,2013,HONDA,ODYSSEY,5FNRL5H4XDB075461,0-1k mi (Not Required/Exempt),NON-REPAIRABLE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24199231,A,3110,2013,HONDA,ODYSSEY,5FNRL5H64DB087963,999k mi (Not Actual),CERTIFICATE OF DESTRUCTION-FL,THEFT,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24305419,A,3227,2011,HONDA,ODYSSEY,5FNRL5H65BB053494,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24464050,A,4536,2008,HONDA,ODYSSEY,5FNRL38238B095964,206k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25067463,A,3185,2007,HONDA,ODYSSEY,5FNRL38837B113169,149k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25029400,A,25,2006,HONDA,ODYSSEY,5FNRL38486B031238,113k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25131915,A,49,2006,HONDA,ODYSSEY,5FNRL38606B459404,117k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25005936,A,3066,2006,HONDA,ODYSSEY,5FNRL38456B094538,220k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24992258,A,138,2003,HONDA,ODYSSEY,5FNRL189X3B138707,194k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25050615,B,264,2000,HONDA,ODYSSEY,2HKRL1866YH522692,158k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25028654,B,324,1999,HONDA,ODYSSEY,2HKRL1850XH525741,280k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25273116,A,187,1998,HONDA,PASSPORT,4S6CM58W0W4409305,129k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24760347,B,666,2010,HONDA,PILOT,5FNYF3H69AB011593,131k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25061393,A,42,2009,HONDA,PILOT,5FNYF48519B018157,99k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24896286,A,52,2008,HONDA,PILOT,5FNYF18568B019835,103k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25001321,A,41,2006,HONDA,PILOT,2HKYF18646H544612,248k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25037388,A,637,2006,HONDA,PILOT,5FNYF28506B028842,143k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25023315,B,704,2005,HONDA,PILOT,5FNYF18585B002062,243k mi (Not Required/Exempt),SALVAGE TITLE-TX,WATER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25181012,A,3087,2005,HONDA,PILOT,5FNYF18545B002835,0-1k mi (Not Actual),CLEAR-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25201899,A,3108,2005,HONDA,PILOT,2HKYF18675H561869,237k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25077046,A,630,2004,HONDA,PILOT,2HKYF18504H567924,161k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25040334,A,3108,2004,HONDA,PILOT,2HKYF18734H548009,0-1k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25145412,A,3051,2004,HONDA,PILOT,5FNYF18604B009174,187k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25185819,A,229,2003,HONDA,PILOT,2HKYF18403H504943,203k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25161594,A,197,2003,HONDA,PILOT,2HKYF18453H601118,214k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25091140,A,76,2001,HONDA,PRELUDE,JHMBB61451C009718,196k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24919814,A,3125,2004,HONDA,S2000,JHMAP21484T005236,108k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24887200,A,3073,2006,HUMMER,H3,5GTDN136568118363,232k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24980371,A,3202,2006,HUMMER,H3,5GTDN136268313868,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25124835,A,209,2009,HUMMER,H3T,5GNEN13E698160158,100k mi (Not Required/Exempt),CLEAR-TX,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
22995459,A,3022,2016,HYUNDAI,ACCENT,KMHCT4AE4GU105824,0-1k mi (Not Actual),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25018073,B,90,2016,HYUNDAI,ACCENT,KMHCT4AE3GU090328,50k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24129506,B,742,2015,HYUNDAI,ACCENT,KMHCT4AEXFU794878,76k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25157193,A,82,2015,HYUNDAI,ACCENT,KMHCT4AEXFU835851,58k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25058738,A,7,2014,HYUNDAI,ACCENT,KMHCU5AE9EU163637,40k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24281220,A,689,2013,HYUNDAI,ACCENT,KMHCU4AE3DU437715,67k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25025980,A,4523,2013,HYUNDAI,ACCENT,KMHCT5AE2DU126334,170k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25140916,A,3026,2012,HYUNDAI,ACCENT,KMHCT4AE9CU263845,62k mi ,SALVAGE-LA,WATER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25174423,A,58,2012,HYUNDAI,ACCENT,KMHCU5AEXCU018572,128k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24919232,A,59,2005,HYUNDAI,ACCENT,KMHCG35C75U354543,203k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25027240,A,692,2001,HYUNDAI,ACCENT,KMHCG45C91U154599,140k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25131468,A,695,2001,HYUNDAI,ACCENT,KMHCG45C91U201856,164k mi (Not Required/Exempt),CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24997858,A,607,2001,HYUNDAI,ACCENT,KMHCG35C51U101652,170k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25079380,A,153,2000,HYUNDAI,ACCENT,KMHCG35G3YU034188,152k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25145080,A,191,2000,HYUNDAI,ACCENT,KMHCG45G1YU134926,74k mi (Not Actual),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25250919,A,91,1999,HYUNDAI,ACCENT,KMHVF24N6XU573344,108k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25075591,B,166,2007,HYUNDAI,AZERA,KMHFC46D07A231144,107k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25262310,A,3019,2019,HYUNDAI,ELANTRA,5NPD84LF4KH442271,12k mi ,CLEAR-LA,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24958701,A,3180,2018,HYUNDAI,ELANTRA,5NPD94LA9JH370788,6k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25118841,A,305,2018,HYUNDAI,ELANTRA,5NPD84LF9JH298747,31k mi ,CLEAR-AZ,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
23559219,B,100,2017,HYUNDAI,ELANTRA,KMHD74LF6HU340225,32k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
23099035,B,10,2017,HYUNDAI,ELANTRA,KMHD84LF1HU381102,24k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25023931,A,3078,2017,HYUNDAI,ELANTRA,5NPD84LF9HH189537,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24783718,A,124,2017,HYUNDAI,ELANTRA,KMHD84LF3HU102913,85k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
23958188,A,20,2016,HYUNDAI,ELANTRA,5NPDH4AE4GH668098,115k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
22369855,A,127,2016,HYUNDAI,ELANTRA,5NPDH4AE4GH673723,33k mi ,SALVAGE-PA,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25078528,A,3009,2016,HYUNDAI,ELANTRA,KMHDH4AE7GU606566,0k mi (Not Actual),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24714546,A,3149,2015,HYUNDAI,ELANTRA,KMHDH4AE2FU359732,58k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24856375,A,3187,2015,HYUNDAI,ELANTRA,5NPDH4AE0FH566506,61k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25036268,B,80,2015,HYUNDAI,ELANTRA,5NPDH4AE2FH560660,96k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24742468,A,3151,2014,HYUNDAI,ELANTRA,5NPDH4AE1EH461617,115k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24829499,A,73,2014,HYUNDAI,ELANTRA,KMHDH4AE2EU107526,71k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25134669,A,3034,2014,HYUNDAI,ELANTRA,KMHDH4AE1EU084711,43k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24865404,A,3021,2013,HYUNDAI,ELANTRA,5NPDH4AE1DH391678,86k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24924313,A,3181,2013,HYUNDAI,ELANTRA,5NPDH4AE3DH332728,79k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24995210,A,57,2013,HYUNDAI,ELANTRA,KMHDH4AE4DU888306,100k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25121411,A,30,2013,HYUNDAI,ELANTRA,5NPDH4AE7DH357115,125k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24978812,A,71,2013,HYUNDAI,ELANTRA,KMHDH4AE6DU870874,58k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24722723,A,4616,2013,HYUNDAI,ELANTRA,KMHDH4AE5DU797741,0-1k mi (Not Actual),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25046271,A,640,2012,HYUNDAI,ELANTRA,KMHDH4AE8CU263213,114k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25152676,A,99,2012,HYUNDAI,ELANTRA,5NPDH4AE6CH064241,96k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24956746,A,6,2012,HYUNDAI,ELANTRA,5NPDH4AE6CH083131,63k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24866253,A,3141,2011,HYUNDAI,ELANTRA,KMHDH4AEXBU133920,103k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25142038,A,102,2010,HYUNDAI,ELANTRA,KMHDU4AD8AU120648,137k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25101010,B,676,2009,HYUNDAI,ELANTRA,KMHDU46D39U644472,136k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25002556,A,198,2009,HYUNDAI,ELANTRA,KMHDU46D09U639312,118k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24677606,A,602,2008,HYUNDAI,ELANTRA,KMHDU46D78U560878,139k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25029010,A,653,2005,HYUNDAI,ELANTRA,KMHDN46D15U145581,201k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25097878,A,3224,2005,HYUNDAI,ELANTRA,KMHDN46D25U943040,177k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24677320,A,4626,2003,HYUNDAI,ELANTRA,KMHDN45D93U546956,117k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25161592,A,3009,2002,HYUNDAI,ELANTRA,KMHDN45D42U406604,146k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25073162,A,156,2013,HYUNDAI,ELANTRA COUPE,KMHDH6AE9DU010706,121k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24947498,A,11,2017,HYUNDAI,ELANTRA GT,KMHD35LH0HU377693,60k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24978929,A,4215,2014,HYUNDAI,ELANTRA GT,KMHD35LH4EU171305,60k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
22532111,A,902,2013,HYUNDAI,ELANTRA GT,KMHD35LE4DU033882,142k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24756764,A,657,2013,HYUNDAI,ELANTRA GT,KMHD35LE8DU117476,123k mi (Not Actual),CLEAR-LA,THEFT,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25238263,A,3015,2007,HYUNDAI,ENTOURAGE,KNDMC233176011770,110k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24131197,B,3130,2016,HYUNDAI,EQUUS,KMHGH4JH0GU106370,5k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24498094,A,3204,2013,HYUNDAI,GENESIS COUPE,KMHHU6KJ8DU091772,55k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24217108,A,4226,2012,HYUNDAI,GENESIS COUPE,KMHHU6KH4CU079176,104k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25218397,A,313,2019,HYUNDAI,KONA,KM8K12AA0KU271589,9k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25124393,A,953,2019,HYUNDAI,KONA,KM8K1CAA8KU302710,3k mi ,CLEAR-CT,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24781892,A,605,2015,HYUNDAI,SANTA FE,KM8SMDHF0FU090485,53k mi (Not Actual),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25096198,A,607,2012,HYUNDAI,SANTA FE,5XYZG3AB2CG166572,42k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25149647,A,70,2012,HYUNDAI,SANTA FE,5XYZKDAG7CG165420,61k mi ,SALVAGE-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24654087,A,3103,2011,HYUNDAI,SANTA FE,5XYZKDAG6BG062567,49k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24949417,A,62,2007,HYUNDAI,SANTA FE,5NMSH13E17H067991,155k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24878007,A,635,2007,HYUNDAI,SANTA FE,5NMSH73E67H060053,154k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25207982,A,11,2006,HYUNDAI,SANTA FE,KM8SC13D66U032789,143k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25105413,B,3254,2006,HYUNDAI,SANTA FE,KM8SC13D06U067974,192k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24647664,A,37,2004,HYUNDAI,SANTA FE,KM8SC73E64U664930,110k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24675245,A,4022,2001,HYUNDAI,SANTA FE,KM8SB82B91U024237,145k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25262252,A,329,2018,HYUNDAI,SANTA FE SPORT,5XYZT3LB2JG552608,32k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24916253,A,655,2017,HYUNDAI,SANTA FE SPORT,5XYZU3LB6HG401021,69k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
23721458,A,103,2016,HYUNDAI,SANTA FE SPORT,5XYZU3LB5GG376711,21k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24974734,A,651,2017,HYUNDAI,SONATA,5NPE24AF5HH565112,28k mi ,SALVAGE-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25124498,A,3051,2017,HYUNDAI,SONATA,5NPE24AF6HH582243,32k mi ,NON-REPAIRABLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25069725,A,92,2017,HYUNDAI,SONATA,5NPE24AFXHH438310,29k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25016400,B,164,2016,HYUNDAI,SONATA,5NPE24AF2GH397492,61k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24582988,A,4218,2016,HYUNDAI,SONATA,5NPE24AF3GH363223,69k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24441522,A,170,2015,HYUNDAI,SONATA,5NPE24AF3FH004808,63k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24778754,A,47,2015,HYUNDAI,SONATA,5NPE24AF2FH178238,45k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
23917202,A,8,2015,HYUNDAI,SONATA,5NPE24AF0FH177136,65k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24439615,A,3231,2015,HYUNDAI,SONATA,5NPE34AF5FH192308,0-1k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,FIRE,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24503909,A,3220,2015,HYUNDAI,SONATA,5NPE34AF4FH087954,37k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24636765,A,12,2014,HYUNDAI,SONATA,5NPEB4AC7EH878910,62k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24890016,A,675,2014,HYUNDAI,SONATA,5NPEB4AC8EH863980,62k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
